Max_Tem,Avg_Tem,Avg_S_Pressure,Avg_Visibility,Max_Wind,Max_SWind,Avg_Wind,Sum_Rain,heat_wave_strength,week_index,Avg_humudity,Week_ending
81.0,62.057142857142864,19.25714285714286,9.928571428571429,999.9,15.0,4.8428571428571425,0.52,0,206,2.1000352465302807,2017-12-16
84.9,75.25714285714285,20.342857142857138,9.814285714285715,999.9,13.0,4.457142857142857,0.0,0,207,2.6170982755962044,2017-12-23
84.0,72.62857142857143,20.47142857142857,9.328571428571427,999.9,9.9,4.457142857142857,0.09999999999999999,0,208,2.5818776400025074,2017-12-30
80.1,61.057142857142864,19.17142857142857,8.700000000000001,999.9,17.1,6.242857142857143,0.74,0,209,2.2866439022176523,2018-01-06
84.0,71.39999999999999,17.242857142857144,9.957142857142857,999.9,18.1,7.1571428571428575,0.17,0,210,2.632923519969158,2018-01-13
77.0,63.15714285714286,22.642857142857142,9.928571428571429,999.9,13.0,7.057142857142857,0.0,0,211,2.3069341285881433,2018-01-20
84.0,74.21428571428571,20.557142857142857,9.742857142857142,999.9,25.1,10.471428571428573,0.01,0,212,2.527427033523295,2018-01-27
84.0,70.9,19.357142857142858,9.857142857142858,999.9,19.0,8.128571428571428,0.09,0,213,2.406123571320883,2018-02-03
84.0,75.82857142857144,20.62857142857143,9.971428571428572,999.9,17.1,8.657142857142858,0.16,0,214,2.661394144051544,2018-02-10
84.9,76.65714285714286,23.157142857142862,10.0,999.9,17.1,7.871428571428572,0.0,0,215,2.549556031032284,2018-02-17
84.2,76.82857142857142,23.814285714285717,9.799999999999999,32.1,21.0,12.3,0.13,0,216,2.597640346727946,2018-02-24
88.0,75.3142857142857,18.428571428571427,9.642857142857142,19.0,13.0,6.7,0.08,0,217,2.5009901328497266,2018-03-03
82.9,66.75714285714285,16.514285714285716,9.971428571428572,26.0,15.0,6.92857142857143,0.17,0,218,2.1965266849114493,2018-03-10
87.1,68.11428571428573,15.614285714285716,9.971428571428572,27.0,18.1,6.542857142857143,0.02,0,219,2.256078876757052,2018-03-17
89.1,71.6,15.599999999999998,9.9,27.0,20.0,6.928571428571429,0.0,0,220,2.239676147730203,2018-03-24
84.0,73.75714285714285,19.285714285714285,9.971428571428572,33.0,21.0,9.485714285714284,0.0,0,221,2.396392503360406,2018-03-31
88.0,76.1,15.414285714285715,9.971428571428572,999.9,14.0,7.585714285714286,1.02,0,222,2.5659498551786726,2018-04-07
